image,description,comments,state,UUID
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N205-95-N.jpg&v=00608,Downing St,Traffic in lanes closest to camera moving North,CO,CO1000156
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N205-95-S.jpg&v=00608,Downing St,Traffic in lanes farthest from camera moving South,CO,CO1000157
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S206-05-N.jpg&v=00608,Emerson St,Traffic in lanes farthest from camera moving North,CO,CO1000158
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S206-05-S.jpg&v=00608,Emerson St,Traffic in lanes closest to camera moving South,CO,CO1000159
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N206-40-N.jpg&v=00608,Washington St,Traffic in lanes closest to camera moving North,CO,CO1000160
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N206-40-S.jpg&v=00608,Washington St,Traffic in lanes farthest from camera moving South,CO,CO1000161
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N206-65-N.jpg&v=00608,Logan St,Traffic in lanes closest to camera moving North,CO,CO1000162
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N206-65-S.jpg&v=00608,Logan St,Traffic in lanes farthest from camera moving South,CO,CO1000163
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N206-65-W.jpg&v=00608,Logan St,Traffic in lanes closest to camera moving West on Logan,CO,CO1000164
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S207-40-N.jpg&v=00608,0.1 mi E of Santa Fe Dr,Traffic furthest from camera is travelling North,CO,CO1000165
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S207-40-S.jpg&v=00608,0.1 mi E of Santa Fe Dr,Traffic closest to camera is travelling South,CO,CO1000166
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N207-70-N.jpg&v=00608,0.1 mi N of Santa Fe Dr,Traffic in lanes closest to camera moving North,CO,CO1000167
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N207-70-S.jpg&v=00608,0.1 mi N of Santa Fe Dr,Traffic in lanes farthest from camera moving South,CO,CO1000168
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S208-10-N.jpg&v=00608,0.2 mi N of Alameda,Traffic furthest from camera is travelling North,CO,CO1000169
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S208-10-S.jpg&v=00608,0.2 mi N of Alameda,Traffic closest to camera is travelling South,CO,CO1000170
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N209-15-N.jpg&v=00608,6th Ave Int,Traffic closest to camera is travelling North,CO,CO1000171
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N209-15-S.jpg&v=00608,6th Ave Int,Traffic furthest from camera is travelling South,CO,CO1000172
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N209-15-W.jpg&v=00608,6th Ave Int,Traffic furthest from camera is travelling West,CO,CO1000173
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N209-50-N.jpg&v=00608,8th Ave,Traffic in lanes closest to camera moving North,CO,CO1000174
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N209-50-S.jpg&v=00608,8th Ave,Traffic in lanes farthest from camera moving South,CO,CO1000175
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N210-85-N.jpg&v=00608,20th Ave,Traffic in lanes closest to camera moving North,CO,CO1000176
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N210-85-S.jpg&v=00608,20th Ave,Traffic in lanes farthest from camera moving South,CO,CO1000177
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S211-10-N.jpg&v=00608,23rd Ave-ML (Denver),Traffic in lanes farthest from camera moving North,CO,CO1000178
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S211-10-S.jpg&v=00608,23rd Ave-ML (Denver),Traffic in lanes closest to camera moving South,CO,CO1000179
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N211-60-N.jpg&v=00608,0.2 mi N of Speer Blvd-ML,Traffic in lanes farthest from camera moving North,CO,CO1000180
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N211-60-S.jpg&v=00608,0.2 mi N of Speer Blvd-ML,Traffic in lanes farthest from camera moving South,CO,CO1000181
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S212-05-N.jpg&v=00608,20th St,Traffic in lanes farthest from camera moving North,CO,CO1000182
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S212-05-S.jpg&v=00608,20th St,Traffic in lanes closest to camera moving South,CO,CO1000183
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N212-80-N.jpg&v=00608,38th Ave/Park Ave W-ML,Traffic in lanes closest to camera moving North,CO,CO1000184
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N212-80-S.jpg&v=00608,38th Ave/Park Ave W-ML,Traffic in lanes farthest from camera moving South,CO,CO1000185
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N212-95-N.jpg&v=00608,0.1 mi N of 38th Ave/Park Ave W-ML,Traffic in lanes on right moving North,CO,CO1000186
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N212-95-S.jpg&v=00608,0.1 mi N of 38th Ave/Park Ave W-ML,Traffic in lanes on right moving South,CO,CO1000187
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-50-N.jpg&v=00608,0.3 mi S of I-70-ML,Traffic in lanes on right moving North,CO,CO1000188
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-50-S.jpg&v=00608,0.3 mi S of I-70-ML,Traffic in lanes on right moving South,CO,CO1000189
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S213-65-N.jpg&v=00608,I-70 West,Traffic furthest from camera is travelling North,CO,CO1000190
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S213-65-S.jpg&v=00608,I-70 West,Traffic closest to camera is travelling South,CO,CO1000191
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S213-65-W.jpg&v=00608,I-70 West,Traffic furthest from camera is travelling West,CO,CO1000192
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213.65-N.jpg&v=00608,I-70 East,Traffic closest to camera is travelling North,CO,CO1000193
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213.65-S.jpg&v=00608,I-70 East,Traffic furthest from camera is travelling South,CO,CO1000194
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-70-E.jpg&v=00608,I-25 213.70 NB To I-70,Traffic moving East,CO,CO1000195
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-70-S.jpg&v=00608,I-25 213.70 NB To I-70,Traffic closes to camera moving North,CO,CO1000196
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-70-W.jpg&v=00608,I-25 213.70 NB To I-70,Traffic closes to camera moving East,CO,CO1000197
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-90-N.jpg&v=00608,0.2 mi N of I-70-ML (Denver),Traffic in lanes on right moving North,CO,CO1000198
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N213-90-S.jpg&v=00608,0.2 mi N of I-70-ML (Denver),Traffic in lanes on right moving South,CO,CO1000199
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S214-80-N.jpg&v=00608,0.4 mi S of 58th Ave-ML,Traffic in lanes on right moving North,CO,CO1000200
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S214-80-S.jpg&v=00608,0.4 mi S of 58th Ave-ML,Traffic in lanes on right moving South,CO,CO1000201
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N215-40-N.jpg&v=00608,0.1 mi N of 58th Ave,Traffic in lanes on right moving North,CO,CO1000202
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N215-40-S.jpg&v=00608,0.1 mi N of 58th Ave,Traffic in lanes on right moving South,CO,CO1000203
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N215-80-N.jpg&v=00608,0.6 mi N of 58th Ave-ML,Traffic in lanes on right moving North,CO,CO1000204
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N215-80-S.jpg&v=00608,0.6 mi N of 58th Ave-ML,Traffic in lanes on right moving South,CO,CO1000205
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S216-95-N.jpg&v=00608,Managed-Reversible Lane Split N-PML,HOV Lanes,CO,CO1000206
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S216-95-S.jpg&v=00608,Managed-Reversible Lane Split N-PML,HOV Lanes,CO,CO1000207
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N217-60-N.jpg&v=00608,0.6 mi N of US-36,Traffic in lanes closest to camera moving North,CO,CO1000208
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N217-60-S.jpg&v=00608,0.6 mi N of US-36,Traffic in lanes farthest from camera moving South,CO,CO1000209
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S217-95-N.jpg&v=00608,0.5 mi S of 84th Ave,Traffic in lanes farthest from camera moving North,CO,CO1000210
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S217-95-S.jpg&v=00608,0.5 mi S of 84th Ave,Traffic in lanes closest to camera moving South,CO,CO1000211
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S218-30-N.jpg&v=00608,0.2 mi S of 84th Ave,Traffic in lanes farthest from camera moving North,CO,CO1000212
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S218-30-S.jpg&v=00608,0.2 mi S of 84th Ave,Traffic in lanes closest to camera moving South,CO,CO1000213
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S218-85-N.jpg&v=00608,0.3 mi N of 84th Ave-PML,Traffic furthest from camera is travelling North,CO,CO1000214
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S218-85-S.jpg&v=00608,0.3 mi N of 84th Ave-PML,Traffic closest to camera is travelling South,CO,CO1000215
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S219-45-N.jpg&v=00608,0.4 mi S of Thornton Pkwy,Traffic in lanes farthest from camera moving North,CO,CO1000216
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S219-45-S.jpg&v=00608,0.4 mi S of Thornton Pkwy,Traffic in lanes closest to camera moving South,CO,CO1000217
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N219-80-N.jpg&v=00608,Thornton Pkwy,Traffic in lanes closest to camera moving North,CO,CO1000218
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N219-80-S.jpg&v=00608,Thornton Pkwy,Traffic in lanes farthest from camera moving South,CO,CO1000219
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N220.25-N.jpg&v=00608,0.4 mi N of Thornton Pkwy-PML,Traffic closest to camera is travelling North,CO,CO1000220
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N220.25-S.jpg&v=00608,0.4 mi N of Thornton Pkwy-PML,Traffic furthest from camera is travelling South,CO,CO1000221
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S220-55-N.jpg&v=00608,0.5 mi S of 104th Ave,Traffic in lanes farthest from camera moving North,CO,CO1000222
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S220-55-S.jpg&v=00608,0.5 mi S of 104th Ave,Traffic in lanes closest to camera moving South,CO,CO1000223
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S221-00-N.jpg&v=00608,104th Ave,Traffic in lanes farthest from camera moving North,CO,CO1000224
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S221-00-S.jpg&v=00608,104th Ave,Traffic in lanes closest to camera moving South,CO,CO1000225
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S221-95-N.jpg&v=00608,0.9 mi N of 104th Ave,Traffic in lanes farthest from camera moving North,CO,CO1000226
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S221-95-S.jpg&v=00608,0.9 mi N of 104th Ave,Traffic in lanes closest to camera moving South,CO,CO1000227
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S222-20-N.jpg&v=00608,0.9 mi S of 120th Ave,Traffic in lanes farthest from camera moving North,CO,CO1000228
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S222-20-S.jpg&v=00608,0.9 mi S of 120th Ave,Traffic in lanes closest to camera moving South,CO,CO1000229
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N222-60-N.jpg&v=00608,0.4 mi S of 120th Ave,Traffic in lanes closest to camera moving North,CO,CO1000230
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N222-60-S.jpg&v=00608,0.4 mi S of 120th Ave,Traffic in lanes farthest from camera moving South,CO,CO1000231
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N223-00-N.jpg&v=00608,CO-128 120th Ave,Traffic in lanes closest to camera moving North,CO,CO1000232
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N223-00-S.jpg&v=00608,CO-128 120th Ave,Traffic in lanes farthest from camera moving South,CO,CO1000233
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S224.12-N.jpg&v=00608,128th Ave,I-25,CO,CO1000234
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S224.12-E.jpg&v=00608,128th Ave,128th Ave Traffic,CO,CO1000235
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S224.12-S.jpg&v=00608,128th Ave,I-25,CO,CO1000236
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S224.12-W.jpg&v=00608,128th Ave,128th Ave Traffic,CO,CO1000237
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S225.10-N.jpg&v=00608,136th Ave,I-25 Traffic,CO,CO1000238
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S225.10-E.jpg&v=00608,136th Ave,136th Ave Traffic,CO,CO1000239
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S225.10-S.jpg&v=00608,136th Ave,I-25 Traffic,CO,CO1000240
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S226.10-N.jpg&v=00608,144th Ave,I-25,CO,CO1000241
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S226.10-E.jpg&v=00608,144th Ave,144th Ave Traffic,CO,CO1000242
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S226.10-S.jpg&v=00608,144th Ave,I-25,CO,CO1000243
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S226.10-W.jpg&v=00608,144th Ave,144th Ave Traffic,CO,CO1000244
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S227.10-N.jpg&v=00608,0.7 mi S of Northwest Pkwy,I-25,CO,CO1000245
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S227.10-S.jpg&v=00608,0.7 mi S of Northwest Pkwy,I-25,CO,CO1000246
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N228.25-N.jpg&v=00608,0.5 mi N of Northwest Pkwy,Traffic closest to camera is travelling North,CO,CO1000247
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N228.25-S.jpg&v=00608,0.5 mi N of Northwest Pkwy,Traffic furthest from camera is travelling South,CO,CO1000248
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S229-N.jpg&v=00608,SH7,Traffic furthest from camera is travelling North,CO,CO1000249
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S229-S.jpg&v=00608,SH7,Traffic closest to camera is travelling South,CO,CO1000250
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S230.55-N.jpg&v=00608,1.5 mi S of CO-7/Baseline Rd,I-25,CO,CO1000251
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S230.55-S.jpg&v=00608,1.5 mi S of CO-7/Baseline Rd,I-25,CO,CO1000252
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S232-15-N.jpg&v=00608,Erie Pkwy/Summit Blvd,I 25 Traffic,CO,CO1000253
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S232-15-E.jpg&v=00608,Erie Pkwy/Summit Blvd,Summit Blvd,CO,CO1000254
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S232-15-S.jpg&v=00608,Erie Pkwy/Summit Blvd,I-25 Traffic,CO,CO1000255
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S232-15-W.jpg&v=00608,Erie Pkwy/Summit Blvd,Summit Blvd,CO,CO1000256
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S234.15-N.jpg&v=00608,1.0 mi S of CO-52,I-25,CO,CO1000257
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S234.15-S.jpg&v=00608,1.0 mi S of CO-52,I-25,CO,CO1000258
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S235.15-N.jpg&v=00608,CO-52,Traffic furthest from camera is travelling North,CO,CO1000259
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S235.15-E.jpg&v=00608,CO-52,Traffic furthest from camera is travelling East,CO,CO1000260
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S235.15-S.jpg&v=00608,CO-52,Traffic closest to camera is travelling South,CO,CO1000261
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S235.15-W.jpg&v=00608,CO-52,Traffic closest to camera is travelling West,CO,CO1000262
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S237-10-N.jpg&v=00608,2.0 mi N of CO-52,Traffic furthest from camera is travelling North,CO,CO1000263
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S237-10-S.jpg&v=00608,2.0 mi N of CO-52,Traffic closest to camera is travelling South,CO,CO1000264
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S240-15-N.jpg&v=00608,CO-119,Traffic furthest from camera is travelling North,CO,CO1000265
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S240-15-E.jpg&v=00608,CO-119,Traffic furthest from camera is travelling East,CO,CO1000266
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S240-15-S.jpg&v=00608,CO-119,Traffic closest to camera is travelling South,CO,CO1000267
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S240-15-W.jpg&v=00608,CO-119,Traffic closest to camera is travelling West,CO,CO1000268
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N241-2-N.jpg&v=00608,St. Vrain (RWIS),Traffic closest to Camera moving North,CO,CO1000269
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N241-2-S.jpg&v=00608,St. Vrain (RWIS),Traffic furthest from camera is moving South,CO,CO1000270
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV025N242-S-OF-SH66-N.jpg&v=00608,1.4 mi S of CO-66,Traffic in lanes closest to camera moving North,CO,CO1000271
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV025N242-S-OF-SH66-S.jpg&v=00608,1.4 mi S of CO-66,Traffic in lanes farthest from camera moving South,CO,CO1000272
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV025S242-S-OF-SH66-N.jpg&v=00608,1.0 mi S of CO-66,Traffic in lanes farthest from camera moving North,CO,CO1000273
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV025S242-S-OF-SH66-S.jpg&v=00608,1.0 mi S of CO-66,Traffic in lanes closest to camera moving South,CO,CO1000274
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N243-20-N.jpg&v=00608,CO-66,Traffic in lanes closest to camera moving North,CO,CO1000275
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N243-20-S.jpg&v=00608,CO-66,Traffic in lanes farthest from camera moving South,CO,CO1000276
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025N243-20-Bridge.jpg&v=00608,CO-66,Traffic in lanes closest to camera moving West on CO 66,CO,CO1000277
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S244-15-N.jpg&v=00608,1.0 mi N of CO-66,Traffic furthest from camera is travelling North,CO,CO1000278
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM025S244-15-S.jpg&v=00608,1.0 mi N of CO-66,Traffic closest to camera is travelling South,CO,CO1000279
